appic_numbers,program,degree
"[1173, 1183, 1323, 1329, 2324]",Clinical,PhD
"[1143, 1137]",Clinical,PhD
"[1143, 1148]",Clinical,PhD
"[1103, 1116]",Clinical,PhD
"[1599, 1413]",Clinical,PhD
"[1225, 1325]",Clinical,PhD
"[1637, 1403]",Clinical,PhD
"[2304, 1298, 2144, 2447, 2288, 1283, 1292]",Clinical,PsyD
"[1298, 2304, 2288, 2144, 1292, 2447, 1283]",Clinical,PsyD
"[1147, 1325, 1323]",Clinical,PhD
"[1986, 2624]",Clinical,PhD
"[1479, 1471, 1180]",Clinical,PhD
"[1180, 1479, 1471]",Clinical,PhD
"[1180, 1471, 1479]",Clinical,PhD
"[1413, 1125, 1552]",Clinical,PhD
"[1323, 1329, 1327]",Clinical,PhD
"[1771, 1984, 2114, 2308, 2406, 1982, 2463]",Clinical,PsyD
"[2468, 1495]",Clinical,PhD
"[1751, 2279]",Clinical,PsyD
"[2158, 2380]",Clinical,PsyD
"[1267, 1274]",Clinical,PsyD
"[1310, 1329]",Counseling,PhD
"[1186, 1325]",Clinical,PhD
"[1137, 1323]",Clinical,PsyD
"[1322, 1508]",Clinical,PsyD
"[2279, 1640]",Clinical,PsyD
"[1741, 2300]",Clinical,PsyD
"[1138, 1129, 1139, 1125, 1163, 1198, 1207, 1220, 1225, 2221]",Clinical,PhD
"[1347, 1103, 1143, 1341]",Clinical,PsyD
"[1105, 1280]",Clinical,PhD
"[1496, 2330]",Clinical,PsyD
"[1551, 1125]",Clinical,PhD
"[1827, 1817, 1839, 1880, 1863, 1837, 1809, 1807, 2369]",Clinical,PhD
"[2474, 2293, 2361, 2044]",Clinical,PsyD
"[1213, 2410, 2499]",School,PhD
"[1573, 1481]",Clinical,PsyD
"[1409, 1294]",Clinical,PhD
"[1359, 1552]",Clinical,PhD
"[1184, 1306, 1536]",School,PhD
"[1187, 1334, 2463]",School,PhD
"[1144, 1149]",Clinical,PsyD
"[1266, 1551, 1265, 1619, 1323, 1329, 1155, 1464, 1466, 1544, 1420, 1183, 2380, 1552, 1492]",Clinical,PhD
"[1551, 1183]",Clinical,PhD
"[2215, 2237, 1443]",Clinical,PsyD
"[1474, 1986, 2624]",Counseling,PhD
"[1627, 1908]",Clinical,PsyD
"[1627, 1393, 1908]",Clinical,PsyD
"[1111, 1948, 2052, 1585, 1693]",Clinical,PhD
"[1129, 1134]",Clinical,PhD
"[1129, 1134]",Clinical,PhD
"[1143, 1334, 1432, 1605, 1692]",Clinical,PsyD
"[1213, 1306]",School,PhD
"[1213, 1306, 1184]",School,PhD
"[1224, 1213, 1306]",School,PhD
"[1383, 1792, 1264, 1275]",Counseling,PsyD
"[1663, 1419, 1320]",Counseling,PhD
"[1663, 1419, 1320]",Counseling,PhD
"[2136, 1160, 1135, 1123]",Counseling,PsyD
"[1174, 1331]",Counseling,PsyD
"[1283, 1436]",Clinical,PhD
"[1184, 1465]",Clinical,PhD
"[1283, 2463, 1328]",Clinical,PhD
"[1230, 1344]",Clinical,PhD
"[2627, 1155, 2196, 1156]",Clinical,PhD
"[1750, 1621]",Counseling,PhD
"[1166, 2063]",Counseling,PhD
"[1230, 1409]",Counseling,PhD
"[2110, 2556]",School,PhD
"[2479, 2556]",School,PhD
"[1323, 1619, 1551]",Clinical,PhD
"[1165, 1551, 1902, 1146, 1330, 1153, 2457, 1125]",Clinical,PhD
"[1306, 2454]",Clinical,PsyD
"[1637, 1349]",Clinical,PsyD
"[2512, 2369, 1509, 1306]",School,PhD
"[1529, 1125]",Clinical,PhD
"[1475, 2173]",Clinical,PsyD
"[1474, 1344, 1982, 1986, 1134, 1475, 1331]",Clinical,PsyD
"[1948, 2110]",Clinical,PhD
"[1948, 2110]",Clinical,PhD
"[1183, 1347, 1465, 1432, 1330, 1334, 2479, 1329, 1184, 1443, 2013, 1458]",Clinical,PhD
"[1330, 1184]",School,PhD
"[1117, 1123, 1726, 1160, 1161, 1136]",Counseling,PsyD
"[1492, 1542]",Counseling,PsyD
"[2215, 2575, 2237]",Clinical,PsyD
"[2237, 2575, 2215, 1623, 1621]",Clinical,PsyD
"[2566, 1692]",Counseling,PhD
"[1257, 1329, 1266, 1551]",Clinical,PhD
"[1551, 1266]",Clinical,PhD
"[2294, 1577, 1420, 2321]",Clinical,PsyD
"[1135, 1115, 1117]",Counseling,PsyD
"[1280, 1152]",Clinical,PsyD
"[1540, 1692]",Clinical,PsyD
"[1540, 1436]",Counseling,PsyD
"[1540, 1543]",Counseling,PsyD
"[1540, 1173]",Counseling,PsyD
"[1854, 1818, 1830, 1832]",Clinical,PhD
"[1830, 1818, 1854]",Clinical,PhD
"[2117, 2613, 1618, 2127, 1620, 2196, 1751, 1161, 2133]",Clinical,PhD
"[1767, 1212]",Clinical,PsyD
"[1173, 1364, 1174]",Clinical,PhD
"[1125, 1129, 1163]",Clinical,PsyD
"[1165, 1139, 1156, 1141, 1147, 1162]",Clinical,PhD
"[1329, 1325, 1174]",Clinical,PhD
"[1174, 1329, 1325, 2069, 1322, 1323]",Clinical,PhD
"[1692, 1217]",Clinical,PhD
"[2221, 1453]",Clinical,PsyD
"[2468, 1572, 1337]",Counseling,PhD
"[1577, 1692]",Counseling,PhD
"[1264, 1383]",Counseling,PsyD
"[2468, 1495]",Clinical,PhD
"[1224, 1548]",School,PhD
"[1548, 1184]",School,PhD
"[1180, 1327, 1479]",Clinical,PhD
"[1180, 1479, 1440, 1471]",Clinical,PhD
"[1540, 1577, 1552, 1413, 1323, 1380, 1459, 1383]",Clinical,PhD
"[1108, 1624]",Clinical,PsyD
"[1552, 1306]",School,PhD
"[1306, 1538]",School,PhD
"[1506, 1164, 2479, 2022, 2617, 2591, 2285, 1693, 2506]",School,PhD
"[1257, 1538, 2463, 1509, 2531, 1347, 1184, 1330]",School,PhD
"[2345, 1948]",Clinical,PsyD
"[1171, 1525]",Clinical,PhD
"[1149, 1113]",Clinical,PhD
"[2479, 1693, 2285]",School,PhD
"[1361, 1280, 1365]",Clinical,PsyD
"[1186, 1325]",Clinical,PhD
"[2126, 1311]",Counseling,PhD
"[1629, 1612]",Counseling,PhD
"[2530, 2324, 1578, 2564, 1416, 2528]",School,PhD
"[2324, 2158]",Clinical,PsyD
"[1650, 1213]",School,PhD
"[1621, 1620]",Clinical,PsyD
"[1138, 1134, 1129, 1126, 1709, 1348, 2343]",Clinical,PhD
"[1329, 2519]",Clinical,PhD
"[1495, 1257]",Clinical,PhD
"[1257, 2013, 1495, 1490, 1619, 1171, 1344, 1628]",Clinical,PhD
"[1538, 1330]",School,PhD
"[2324, 2222, 1440]",Counseling,PhD
"[1119, 2297, 2018, 1925, 2637, 1416, 2343, 2487]",Clinical,PsyD
"[1548, 1947, 1213]",School,PhD
"[1184, 1213]",School,PhD
"[1474, 1986, 1134]",Clinical,PhD
"[2556, 1264]",Clinical,PhD
"[1136, 1135]",Clinical,PhD
"[1187, 1796]",Clinical,PhD
"[1111, 2522]",School,PhD
"[1213, 1162]",School,PhD
"[2072, 1477]",Counseling,PsyD
"[1213, 1184, 2463]",School,PhD
"[1746, 1495]",Clinical,PsyD
"[1213, 1330]",Clinical,PhD
"[1650, 1265, 1536]",School,PhD
"[1540, 1106]",Counseling,PsyD
"[1693, 1596, 2022]",School,PhD
"[1165, 1166]",Clinical,PhD
"[1263, 1443, 1183, 1628, 1629, 1267, 1634, 2413]",Clinical,PsyD
"[1183, 1443]",Clinical,PsyD
"[1362, 2447]",Clinical,PhD
"[1269, 1529]",Clinical,PsyD
"[1596, 1693, 2617, 2022, 1498]",School,PhD
"[1328, 1450]",School,PsyD
"[1165, 1263, 2632, 1331, 1451, 2013, 1432, 1536, 1183]",Counseling,PhD
"[1184, 1183]",Counseling,PhD
"[1577, 1568]",Clinical,PhD
"[1816, 1818, 1854, 1815, 1801, 1830]",Clinical,PhD
"[1692, 2095]",Clinical,PhD
"[1620, 2524, 1125]",Counseling,PhD
"[1692, 2263, 2626]",Clinical,PsyD
"[1623, 1619, 1527, 1453]",Clinical,PsyD
"[1902, 2052]",Counseling,PhD
"[1264, 1551]",Clinical,PhD
"[1540, 2375, 1542]",Counseling,PsyD
"[1540, 2375]",Counseling,PsyD
"[1552, 1639]",Clinical,PhD
"[1540, 1173]",Counseling,PsyD
"[1577, 1551]",Clinical,PhD
"[1416, 1925]",School,PsyD
"[2158, 2324]",Clinical,PsyD
"[2146, 2517, 2534]",Clinical,PsyD
"[2454, 1306, 1294]",Clinical,PsyD
"[1837, 1817]",Clinical,PhD
"[1184, 1183, 1634, 1628, 1629, 2313, 1247, 1176, 1682, 1568, 2022, 1432, 1799, 2151, 1877, 1880, 1274, 2413, 2158, 2558, 1323, 1329, 2519, 1330, 2479, 1331, 2577, 1362, 1134, 1166, 1147]",Clinical,PsyD
"[1619, 1437]",Counseling,PhD
"[1165, 1263, 2629]",Counseling,PhD
"[1902, 1137]",Counseling,PhD
"[1902, 1230]",Counseling,PhD
"[1165, 1171]",Clinical,PhD
"[1165, 1171, 1341, 1137, 2457]",Clinical,PhD
"[2493, 1992]",Clinical,PsyD
"[2152, 1572]",Counseling,PhD
"[2095, 1323, 1329, 2110, 1274, 1678]",Clinical,PsyD
"[1922, 1293, 2279, 1720, 1177, 2593, 2260, 1231, 2146, 2012, 1279, 1289, 1277, 2028, 1301, 1799, 1253, 1511, 1568, 1505, 1682, 2505, 1176, 1286, 1267, 1559, 1360, 2063, 1542, 2610, 2152, 2451]",Counseling,PsyD
"[2629, 1801]",Clinical,PsyD
"[1334, 1331, 1329, 1323, 1183, 1325]",Clinical,PhD
"[2455, 1416, 1578, 2530, 1727]",School,PhD
"[1416, 2455, 1578, 2530]",School,PhD
"[2110, 1476, 1264, 1330, 1474, 1134]",Clinical,PsyD
"[2574, 2553]",Clinical,PhD
"[1509, 1373, 1503, 2375, 2297]",Clinical,PhD
"[1503, 2375, 2297, 1509, 1314, 1613, 1373]",Clinical,PhD
"[1503, 2375, 2297, 1509, 2266, 1613]",Clinical,PhD
"[1621, 1619, 2322, 1527, 2323, 1439, 2342, 1594, 1599]",Clinical,PhD
"[2489, 2543]",Clinical,PsyD
"[1547, 2116, 2440]",Counseling,PhD
"[2116, 1547]",Counseling,PhD
"[1547, 1355, 2116, 1226, 2279, 1491, 2538]",Counseling,PhD
"[2407, 1401]",Clinical,PsyD
"[1267, 2313]",Clinical,PhD
"[1327, 2371]",Clinical,PhD
"[1548, 2634, 1173]",Clinical,PsyD
"[2063, 2435]",Counseling,PhD
"[1330, 1551]",Clinical,PhD
"[1173, 1334]",Clinical,PhD
"[1183, 2519]",Clinical,PhD
"[1165, 1137, 1330]",Clinical,PsyD
"[1548, 2404]",Clinical,PsyD
"[1370, 2316, 1948]",School,PhD
"[1204, 1125]",Clinical,PsyD
"[1329, 1551]",Clinical,PhD
"[1191, 1344]",Clinical,PhD
"[1220, 1347, 1193]",Clinical,PhD
"[1948, 1306]",Clinical,PhD
"[1183, 1184, 1480, 2454, 1138, 1753, 1439, 1125, 1621, 1147, 1453, 1156, 1139, 1628, 1619, 2474, 1436, 1381, 1265, 2457, 2556, 1266, 1986, 1383, 2172, 1709, 1344, 1474, 1982]",Counseling,PsyD
"[1837, 1867, 1474, 1344, 1982, 1986]",Clinical,PhD
"[2074, 1837, 1867, 1474, 1344, 1982, 1986]",Clinical,PhD
"[1359, 1183]",Clinical,PhD
"[1407, 2533]",Clinical,PsyD
"[1796, 1967, 1213]",Clinical,PsyD
"[1155, 1753]",Clinical,PhD
"[1359, 2306, 1325, 1329, 1364, 1365, 1125]",Clinical,PhD
"[1359, 1325]",Clinical,PhD
"[2306, 1364, 1359]",Clinical,PhD
"[1420, 1329, 2306, 1265, 1628, 1359, 1125]",Clinical,PhD
"[1440, 1443]",Counseling,PhD
"[1329, 1325, 1323, 1536, 1551, 1266, 1466]",Clinical,PhD
"[2629, 1257]",School,PhD
"[1509, 2629]",School,PhD
"[1536, 1184, 1538, 2479]",School,PhD
"[1832, 1874]",Clinical,PhD
"[1650, 2499]",School,PhD
"[1509, 1503, 1328, 1329]",Clinical,PsyD
"[2012, 1331]",Clinical,PhD
"[1551, 1443, 1323]",Clinical,PhD
"[1551, 1443]",Clinical,PhD
"[1175, 1551]",Clinical,PhD
"[1551, 1134]",Clinical,PhD
"[1443, 1323, 1134, 1536, 1525]",Clinical,PhD
"[1323, 1551]",Clinical,PhD
"[1536, 1551, 1323, 1134, 1443]",Clinical,PhD
"[1551, 1323, 1183, 1329, 1134, 1443, 1266, 1536]",Clinical,PhD
"[1443, 1551, 1331, 1329, 1323, 2266, 1536, 1266, 1134, 1183]",Clinical,PhD
"[1334, 1329, 1323, 1551, 1536, 2266, 1183, 1134, 1266, 1443, 1175, 1230]",Clinical,PhD
"[1619, 1175, 1536, 2266, 1334, 1331, 1330, 2519, 1329, 1323, 1183, 1476, 1551, 1443, 1230, 1134, 1266]",Clinical,PhD
"[1334, 1331, 2519, 1329, 1323, 1184, 1183, 1619, 1230, 2266, 1536, 1551, 1476, 1443, 1134, 1175, 1266, 1465, 1265, 1330]",Clinical,PhD
"[1413, 1536, 1197, 1306, 1187]",Clinical,PhD
"[1165, 1306]",Clinical,PhD
"[2564, 1747]",Clinical,PsyD
"[1350, 1347, 1355]",Clinical,PhD
"[1330, 1551]",Clinical,PhD
"[1551, 1330, 1476, 1465, 1257]",Clinical,PhD
"[1257, 1551]",Clinical,PhD
"[2026, 1125, 1137]",Clinical,PsyD
"[1183, 1490, 1329, 2413, 1440]",Clinical,PhD
"[1414, 2341]",Clinical,PhD
"[1495, 2413]",Clinical,PhD
"[2306, 1490]",Clinical,PhD
"[1184, 1330, 1948, 2255, 2564]",School,PhD
"[1184, 1948]",School,PhD
"[1619, 1551]",Clinical,PhD
"[1405, 1107]",Clinical,PsyD
"[1621, 1325]",Clinical,PhD
"[1551, 1621]",Clinical,PhD
"[1551, 1466]",Clinical,PhD
"[1219, 1230, 2519, 1329]",Clinical,PsyD
"[1165, 1503]",Clinical,PhD
"[1187, 1390, 1328, 2479, 1323, 2410]",Clinical,PhD
"[2519, 1413]",Clinical,PhD
"[2519, 1230]",Clinical,PhD
"[2519, 1230]",Clinical,PhD
"[1235, 1414]",Clinical,PhD
"[1552, 1347]",Clinical,PhD
"[1283, 2564]",Clinical,PsyD
"[1440, 1443, 1551, 1577, 1334, 2602, 1637, 2404, 1465, 2225, 2580, 2508, 1420, 1173, 1230, 2641, 1530, 2519, 1329, 1323, 2301, 1474, 2627, 1344, 2368, 1464, 1475, 2625, 1264, 2151, 1432, 1495, 2552, 1326, 1588, 1266, 2345, 2228, 1134, 1205, 1490, 2499, 2294, 2342, 1639, 1183]",Clinical,PsyD
"[1205, 1134]",Clinical,PsyD
"[1708, 1328]",School,PhD
"[1709, 1413, 1823, 2221]",Clinical,PhD
"[1621, 1709, 1129, 1591, 1413]",Clinical,PhD
"[1165, 2566, 1283, 2629, 1801, 1540]",Counseling,PsyD
"[1165, 1283, 2629, 1801, 1948, 1902, 1171, 1137, 1362, 1146, 1538, 1390]",Counseling,PsyD
"[1184, 1347, 1771, 1465, 1747]",School,PhD
"[1184, 1183, 1347, 1432, 2022, 1747, 1465, 1693, 1613, 1153]",Clinical,PhD
"[1146, 1128, 1997]",Clinical,PsyD
"[1174, 2324, 1225, 1198]",Clinical,PhD
"[1551, 1155]",Clinical,PhD
"[1551, 1155, 1544, 1183]",Clinical,PhD
"[1815, 2013]",Clinical,PsyD
"[1621, 1623, 1527, 2166, 1587, 2575, 2237, 1443, 1453]",Clinical,PsyD
"[1283, 1103, 2294, 1628, 2454]",Clinical,PsyD
"[1283, 1103]",Clinical,PsyD
"[1183, 1266]",Clinical,PhD
"[1184, 1306]",School,PhD
"[1184, 1306, 1538]",School,PhD
"[1165, 1560]",School,PhD
"[1149, 1142]",Clinical,PsyD
"[1149, 1134]",Clinical,PsyD
"[1551, 1325, 1147, 1623]",Counseling,PhD
"[1443, 1329]",Clinical,PhD
"[1235, 2623]",Clinical,PhD
"[1183, 1329]",Clinical,PhD
"[1162, 1217, 1213]",Clinical,PhD
"[1119, 2363, 2343]",Clinical,PsyD
"[2363, 2343]",Clinical,PsyD
"[2363, 2343]",Clinical,PsyD
"[2279, 1751, 1477, 1752]",Clinical,PhD
"[2095, 1278, 2224]",Clinical,PhD
"[1757, 2224, 1327, 2279]",Clinical,PhD
"[1627, 1464]",Counseling,PhD
"[1465, 1230]",Clinical,PhD
"[1422, 2575]",Counseling,PsyD
"[1422, 2072, 2508]",Counseling,PsyD
"[2575, 1422]",Counseling,PsyD
"[1407, 2533]",Clinical,PhD
"[1472, 1149]",Clinical,PsyD
"[1147, 2323]",Clinical,PhD
"[1162, 1540]",Clinical,PhD
"[1162, 1902]",Clinical,PsyD
"[1902, 1162]",Clinical,PsyD
"[1264, 1413]",Clinical,PhD
"[1509, 1409]",Clinical,PhD
"[1437, 1383]",Clinical,PhD
"[1437, 1383]",Clinical,PhD
"[2177, 1358, 1286, 1505]",Clinical,PsyD
"[1440, 1443, 1551, 1577, 1334, 1465, 2225, 2508, 1420, 2110, 1413, 1230, 1530, 1823, 2519, 1329, 1323, 1474, 2575, 2514, 1471, 2368, 2413]",Counseling,PhD
"[2410, 1183, 1490, 1536, 1432, 1430, 2285, 1476, 1458, 2376, 2013, 1459, 2463]",Clinical,PsyD
"[1503, 1538]",Clinical,PhD
"[1551, 1552]",Clinical,PhD
"[2479, 2110]",School,PhD
"[1568, 2282]",Clinical,PhD
"[1306, 2463, 1213, 1224, 1538, 1509]",Clinical,PhD
"[2463, 2564, 1257, 1948, 1306, 1538, 1187, 1503, 1330, 1509, 1184]",School,PhD
"[1778, 1293, 1598]",Counseling,PhD
"[2312, 1274, 1166, 1115, 1135, 1243, 1267, 1350, 1320, 1360, 1650, 2422, 1536, 1620, 2613, 2495]",Counseling,PhD
"[1176, 2440]",Clinical,PhD
"[1330, 1171, 1187, 1323]",Clinical,PhD
"[1330, 1171]",Clinical,PhD
"[1330, 1171, 1538, 1187, 1173, 1323]",Clinical,PhD
"[1551, 1173, 1413, 1329, 1323, 1175, 1359, 1183]",Clinical,PhD
"[1492, 1459, 1481]",Clinical,PsyD
"[1708, 1475, 2330, 1476, 2567]",Counseling,PsyD
"[1223, 2384, 1277, 1492]",Clinical,PsyD
"[2434, 1645, 2413, 1458, 1205, 2651, 2342]",Clinical,PsyD
"[1325, 1623]",Counseling,PhD
"[2297, 1538]",Clinical,PhD
"[1275, 1939]",Clinical,PsyD
"[2387, 1125]",Clinical,PsyD
"[2151, 1275]",Clinical,PsyD
"[2413, 1275]",Clinical,PsyD
"[1275, 2387]",Clinical,PsyD
"[1230, 1264, 2546]",Counseling,PhD
"[1552, 2126]",Counseling,PhD
"[1263, 1278]",Clinical,PsyD
"[2609, 1692]",Clinical,PhD
"[2066, 1198]",Clinical,PsyD
